2023-05-04 13:47:21,024; CRITICAL; MainThread          ; logger    ; <module>                 ( 45); PROGRAM START
2023-05-04 13:50:08,205; INFO    ; GR3_CW              ; actuator  ; stop                     (284); GR3_CW :Stopped actuator
2023-05-04 13:50:08,206; DEBUG   ; GR3_CW              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): GR3_REF_SW_ROTATION
2023-05-04 13:50:08,359; INFO    ; SL                  ; actuator  ; run_for_time             (132); SL_VALVE_PISTON_WHITE :Run time reached
2023-05-04 13:50:08,360; INFO    ; SL                  ; actuator  ; stop                     (284); SL_VALVE_PISTON_WHITE :Stopped actuator
2023-05-04 13:50:08,361; DEBUG   ; SL                  ; actuator  ; __del__                  ( 63); Destroyed Actuator: SL_VALVE_PISTON_WHITE
2023-05-04 13:50:08,362; INFO    ; SL                  ; actuator  ; stop                     (284); SL_COMPRESSOR :Stopped actuator
2023-05-04 13:50:08,369; INFO    ; GR3_CW              ; sensor    ; reset_encoder            (190); Reset encoder: GR3_ROTATION_ENCODER
2023-05-04 13:50:08,371; INFO    ; GR3_INIT            ; robot_3d  ; move_all_axes            (249); GR3 :Axes moved to: (r:0, h:-, v:-)
2023-05-04 13:50:08,392; DEBUG   ; MainThread          ; grip_robot; __del__                  ( 51); Destroyed Gripper Robot: GR3
2023-05-04 13:50:08,393; DEBUG   ; MainThread          ; sensor    ; __del__                  ( 70); Destroyed Sensor(ENCODER): GR3_ROTATION_ENCODER
2023-05-04 13:50:08,393; DEBUG   ; MainThread          ; sensor    ; __del__                  ( 70); Destroyed Sensor(COUNTER): GR3_HORIZONTAL_COUNTER
2023-05-04 13:50:08,393; DEBUG   ; MainThread          ; sensor    ; __del__                  ( 70); Destroyed Sensor(ENCODER): GR3_VERTICAL_ENCODER
2023-05-04 13:50:08,394; DEBUG   ; MainThread          ; actuator  ; __del__                  ( 63); Destroyed Actuator: GR3_rotation
2023-05-04 13:50:08,395; DEBUG   ; MainThread          ; actuator  ; __del__                  ( 63); Destroyed Actuator: GR3_horizontal
2023-05-04 13:50:08,395; DEBUG   ; MainThread          ; actuator  ; __del__                  ( 63); Destroyed Actuator: GR3_vertical
2023-05-04 13:50:08,396; DEBUG   ; MainThread          ; sensor    ; __del__                  ( 70); Destroyed Sensor(COUNTER): GR3_CLAW_COUNTER
2023-05-04 13:50:08,396; DEBUG   ; MainThread          ; actuator  ; __del__                  ( 63); Destroyed Actuator: GR3_claw
2023-05-04 13:50:08,426; INFO    ; VG2_DOWN            ; sensor    ; wait_for_encoder         (174); VG2_VERTICAL_ENCODER :Value reached: 362
2023-05-04 13:50:08,426; INFO    ; VG2_DOWN            ; actuator  ; run_to_encoder_value     (183); VG2_DOWN :Stopped at: 362
2023-05-04 13:50:08,427; INFO    ; VG2_DOWN            ; actuator  ; stop                     (284); VG2_DOWN :Stopped actuator
2023-05-04 13:50:08,428; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (249); VG2 :Axes moved to: (r:0, h:-, v:400)
2023-05-04 13:50:08,429; WARNING ; VG2                 ; machine   ; switch_state             ( 78); VG2: Switching state to: MOVING
2023-05-04 13:50:08,430; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (219); VG2 :Moving axes to: (r:0, h:1450, v:-)
2023-05-04 13:50:08,436; INFO    ; VG2_CW              ; actuator  ; run_to_encoder_start     (213); VG2_CW :Actuator running to encoder start
2023-05-04 13:50:08,439; INFO    ; VG2_CW              ; actuator  ; run_to_sensor            ( 82); VG2_CW :Actuator running to sensor: VG2_REF_SW_ROTATION
2023-05-04 13:50:08,442; DEBUG   ; VG2_CW              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): VG2_REF_SW_ROTATION
2023-05-04 13:50:08,443; INFO    ; VG2_FWD             ; actuator  ; run_to_encoder_value     (163); VG2_FWD :Actuator running to value: 1450, at: VG2_HORIZONTAL_ENCODER
2023-05-04 13:50:08,444; INFO    ; VG2_CW              ; actuator  ; run_to_sensor            ( 89); VG2_CW :Actuator already at sensor: VG2_REF_SW_ROTATION
2023-05-04 13:50:08,449; INFO    ; VG2_FWD             ; actuator  ; start                    (274); VG2_FWD :Started actuator
2023-05-04 13:50:08,452; INFO    ; VG2_CW              ; actuator  ; stop                     (284); VG2_CW :Stopped actuator
2023-05-04 13:50:08,456; DEBUG   ; VG2_CW              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): VG2_REF_SW_ROTATION
2023-05-04 13:50:08,537; INFO    ; VG2_CW              ; sensor    ; reset_encoder            (190); Reset encoder: VG2_ROTATION_ENCODER
2023-05-04 13:50:09,364; DEBUG   ; SL                  ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): SL_SENS_WHITE
2023-05-04 13:50:09,364; DEBUG   ; SL                  ; sensor    ; __del__                  ( 70); Destroyed Sensor(LIGHT_BARRIER): SL_SENS_WHITE
2023-05-04 13:50:09,365; INFO    ; SL                  ; sort_line ; run                      (104); SL :Product sorted into: WHITE
2023-05-04 13:50:09,366; WARNING ; SL                  ; machine   ; switch_state             ( 78); SL: Switching state to: END
2023-05-04 13:50:09,367; DEBUG   ; SL                  ; actuator  ; __del__                  ( 63); Destroyed Actuator: SL_COMPRESSOR
2023-05-04 13:50:09,368; DEBUG   ; SL                  ; sort_line ; __del__                  ( 45); Destroyed Sorting Line: SL
2023-05-04 13:50:11,588; INFO    ; VG2_FWD             ; sensor    ; wait_for_encoder         (174); VG2_HORIZONTAL_ENCODER :Value reached: 1311
2023-05-04 13:50:11,589; INFO    ; VG2_FWD             ; actuator  ; set_pwm                  (298); VG2_HORIZONTAL_PWM :Set to 15%
2023-05-04 13:50:11,591; INFO    ; VG2_FWD             ; actuator  ; start                    (274); VG2_FWD :Started actuator
2023-05-04 13:50:12,245; INFO    ; VG2_FWD             ; sensor    ; wait_for_encoder         (174); VG2_HORIZONTAL_ENCODER :Value reached: 1436
2023-05-04 13:50:12,246; INFO    ; VG2_FWD             ; actuator  ; run_to_encoder_value     (183); VG2_FWD :Stopped at: 1436
2023-05-04 13:50:12,247; INFO    ; VG2_FWD             ; actuator  ; stop                     (284); VG2_FWD :Stopped actuator
2023-05-04 13:50:12,249; INFO    ; VG2_FWD             ; actuator  ; set_pwm                  (298); VG2_HORIZONTAL_PWM :Set to 100%
2023-05-04 13:50:12,252; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (249); VG2 :Axes moved to: (r:0, h:1450, v:-)
2023-05-04 13:50:12,255; WARNING ; VG2                 ; machine   ; switch_state             ( 78); VG2: Switching state to: TO_DESTINATION
2023-05-04 13:50:12,256; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (219); VG2 :Moving axes to: (r:0, h:1450, v:1400)
2023-05-04 13:50:12,260; INFO    ; VG2_CW              ; actuator  ; run_to_encoder_start     (213); VG2_CW :Actuator running to encoder start
2023-05-04 13:50:12,261; INFO    ; VG2_CW              ; actuator  ; run_to_sensor            ( 82); VG2_CW :Actuator running to sensor: VG2_REF_SW_ROTATION
2023-05-04 13:50:12,263; DEBUG   ; VG2_CW              ; sensor    ; __init__                 ( 66); Created Sensor(REF_SWITCH): VG2_REF_SW_ROTATION
2023-05-04 13:50:12,264; INFO    ; VG2_CW              ; actuator  ; run_to_sensor            ( 89); VG2_CW :Actuator already at sensor: VG2_REF_SW_ROTATION
2023-05-04 13:50:12,266; INFO    ; VG2_CW              ; actuator  ; stop                     (284); VG2_CW :Stopped actuator
2023-05-04 13:50:12,268; DEBUG   ; VG2_CW              ; sensor    ; __del__                  ( 70); Destroyed Sensor(REF_SWITCH): VG2_REF_SW_ROTATION
2023-05-04 13:50:12,271; INFO    ; VG2_FWD             ; actuator  ; move_axis                (255); VG2_FWD :Axis already at position
2023-05-04 13:50:12,277; INFO    ; VG2_DOWN            ; actuator  ; run_to_encoder_value     (163); VG2_DOWN :Actuator running to value: 1400, at: VG2_VERTICAL_ENCODER
2023-05-04 13:50:12,281; INFO    ; VG2_DOWN            ; actuator  ; start                    (274); VG2_DOWN :Started actuator
2023-05-04 13:50:12,355; INFO    ; VG2_CW              ; sensor    ; reset_encoder            (190); Reset encoder: VG2_ROTATION_ENCODER
2023-05-04 13:50:14,568; INFO    ; VG2_DOWN            ; sensor    ; wait_for_encoder         (174); VG2_VERTICAL_ENCODER :Value reached: 1361
2023-05-04 13:50:14,569; INFO    ; VG2_DOWN            ; actuator  ; run_to_encoder_value     (183); VG2_DOWN :Stopped at: 1361
2023-05-04 13:50:14,570; INFO    ; VG2_DOWN            ; actuator  ; stop                     (284); VG2_DOWN :Stopped actuator
2023-05-04 13:50:14,571; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (249); VG2 :Axes moved to: (r:0, h:1450, v:1400)
2023-05-04 13:50:14,572; INFO    ; VG2                 ; robot_3d  ; move_to_position         (207); VG2 :Position reached: (r:0, h:1450, v:1400)
2023-05-04 13:50:14,573; WARNING ; VG2                 ; machine   ; switch_state             ( 78); VG2: Switching state to: END
2023-05-04 13:50:14,588; INFO    ; VG2                 ; vac_robot ; grip                     ( 57); VG2 :Gripping
2023-05-04 13:50:14,591; INFO    ; VG2_COMPRESSOR      ; actuator  ; run_for_time             (122); VG2_COMPRESSOR :Actuator running for time: 0.3
2023-05-04 13:50:14,593; INFO    ; VG2_COMPRESSOR      ; actuator  ; start                    (274); VG2_COMPRESSOR :Started actuator
2023-05-04 13:50:14,609; DEBUG   ; MainThread          ; sort_line ; __del__                  ( 45); Destroyed Sorting Line: SL
2023-05-04 13:50:14,792; INFO    ; VG2                 ; actuator  ; start                    (274); VG2_VALVE_VACUUM :Started actuator
2023-05-04 13:50:14,895; INFO    ; VG2_COMPRESSOR      ; actuator  ; run_for_time             (132); VG2_COMPRESSOR :Run time reached
2023-05-04 13:50:14,896; INFO    ; VG2_COMPRESSOR      ; actuator  ; stop                     (284); VG2_COMPRESSOR :Stopped actuator
2023-05-04 13:50:14,898; INFO    ; VG2                 ; robot_3d  ; move_to_position         (170); VG2 :Moving to Position: (r:1000, h:800, v:1750)
2023-05-04 13:50:14,899; WARNING ; VG2                 ; machine   ; switch_state             ( 78); VG2: Switching state to: TO_MOVING_POS
2023-05-04 13:50:14,900; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (219); VG2 :Moving axes to: (r:-, h:-, v:400)
2023-05-04 13:50:14,910; INFO    ; VG2_UP              ; actuator  ; run_to_encoder_value     (163); VG2_UP :Actuator running to value: 400, at: VG2_VERTICAL_ENCODER
2023-05-04 13:50:14,912; INFO    ; VG2_UP              ; actuator  ; start                    (274); VG2_UP :Started actuator
2023-05-04 13:50:17,607; INFO    ; VG2_UP              ; sensor    ; wait_for_encoder         (174); VG2_VERTICAL_ENCODER :Value reached: 435
2023-05-04 13:50:17,609; INFO    ; VG2_UP              ; actuator  ; run_to_encoder_value     (183); VG2_UP :Stopped at: 435
2023-05-04 13:50:17,610; INFO    ; VG2_UP              ; actuator  ; stop                     (284); VG2_UP :Stopped actuator
2023-05-04 13:50:17,612; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (249); VG2 :Axes moved to: (r:-, h:-, v:400)
2023-05-04 13:50:17,613; DEBUG   ; VG2                 ; sensor    ; __init__                 ( 66); Created Sensor(LIGHT_BARRIER): SL_SENS_WHITE
2023-05-04 13:50:17,614; DEBUG   ; VG2                 ; sensor    ; __del__                  ( 70); Destroyed Sensor(LIGHT_BARRIER): SL_SENS_WHITE
2023-05-04 13:50:17,614; WARNING ; VG2                 ; machine   ; switch_state             ( 78); VG2: Switching state to: MOVING
2023-05-04 13:50:17,615; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (219); VG2 :Moving axes to: (r:1000, h:800, v:-)
2023-05-04 13:50:17,619; INFO    ; VG2_CCW             ; actuator  ; run_to_encoder_value     (163); VG2_CCW :Actuator running to value: 1000, at: VG2_ROTATION_ENCODER
2023-05-04 13:50:17,621; INFO    ; VG2_CCW             ; actuator  ; start                    (274); VG2_CCW :Started actuator
2023-05-04 13:50:17,626; INFO    ; VG2_BWD             ; actuator  ; run_to_encoder_value     (163); VG2_BWD :Actuator running to value: 800, at: VG2_HORIZONTAL_ENCODER
2023-05-04 13:50:17,631; INFO    ; VG2_BWD             ; actuator  ; start                    (274); VG2_BWD :Started actuator
2023-05-04 13:50:18,968; INFO    ; VG2_BWD             ; sensor    ; wait_for_encoder         (174); VG2_HORIZONTAL_ENCODER :Value reached: 939
2023-05-04 13:50:18,970; INFO    ; VG2_BWD             ; actuator  ; set_pwm                  (298); VG2_HORIZONTAL_PWM :Set to 15%
2023-05-04 13:50:18,972; INFO    ; VG2_BWD             ; actuator  ; start                    (274); VG2_BWD :Started actuator
2023-05-04 13:50:19,609; INFO    ; VG2_BWD             ; sensor    ; wait_for_encoder         (174); VG2_HORIZONTAL_ENCODER :Value reached: 814
2023-05-04 13:50:19,610; INFO    ; VG2_BWD             ; actuator  ; run_to_encoder_value     (183); VG2_BWD :Stopped at: 814
2023-05-04 13:50:19,612; INFO    ; VG2_BWD             ; actuator  ; stop                     (284); VG2_BWD :Stopped actuator
2023-05-04 13:50:19,613; INFO    ; VG2_BWD             ; actuator  ; set_pwm                  (298); VG2_HORIZONTAL_PWM :Set to 100%
2023-05-04 13:50:19,824; INFO    ; VG2_CCW             ; sensor    ; wait_for_encoder         (174); VG2_ROTATION_ENCODER :Value reached: 861
2023-05-04 13:50:19,825; INFO    ; VG2_CCW             ; actuator  ; set_pwm                  (298); VG2_ROTATION_PWM :Set to 15%
2023-05-04 13:50:19,826; INFO    ; VG2_CCW             ; actuator  ; start                    (274); VG2_CCW :Started actuator
2023-05-04 13:50:20,308; INFO    ; VG2_CCW             ; sensor    ; wait_for_encoder         (174); VG2_ROTATION_ENCODER :Value reached: 987
2023-05-04 13:50:20,309; INFO    ; VG2_CCW             ; actuator  ; run_to_encoder_value     (183); VG2_CCW :Stopped at: 987
2023-05-04 13:50:20,309; INFO    ; VG2_CCW             ; actuator  ; stop                     (284); VG2_CCW :Stopped actuator
2023-05-04 13:50:20,311; INFO    ; VG2_CCW             ; actuator  ; set_pwm                  (298); VG2_ROTATION_PWM :Set to 100%
2023-05-04 13:50:20,312; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (249); VG2 :Axes moved to: (r:1000, h:800, v:-)
2023-05-04 13:50:20,313; WARNING ; VG2                 ; machine   ; switch_state             ( 78); VG2: Switching state to: TO_DESTINATION
2023-05-04 13:50:20,314; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (219); VG2 :Moving axes to: (r:1000, h:800, v:1750)
2023-05-04 13:50:20,319; INFO    ; VG2_CCW             ; actuator  ; move_axis                (255); VG2_CCW :Axis already at position
2023-05-04 13:50:20,326; INFO    ; VG2_BWD             ; actuator  ; move_axis                (255); VG2_BWD :Axis already at position
2023-05-04 13:50:20,328; INFO    ; VG2_DOWN            ; actuator  ; run_to_encoder_value     (163); VG2_DOWN :Actuator running to value: 1750, at: VG2_VERTICAL_ENCODER
2023-05-04 13:50:20,330; INFO    ; VG2_DOWN            ; actuator  ; start                    (274); VG2_DOWN :Started actuator
2023-05-04 13:50:23,407; INFO    ; VG2_DOWN            ; sensor    ; wait_for_encoder         (174); VG2_VERTICAL_ENCODER :Value reached: 1712
2023-05-04 13:50:23,408; INFO    ; VG2_DOWN            ; actuator  ; run_to_encoder_value     (183); VG2_DOWN :Stopped at: 1712
2023-05-04 13:50:23,409; INFO    ; VG2_DOWN            ; actuator  ; stop                     (284); VG2_DOWN :Stopped actuator
2023-05-04 13:50:23,410; INFO    ; VG2                 ; robot_3d  ; move_all_axes            (249); VG2 :Axes moved to: (r:1000, h:800, v:1750)
2023-05-04 13:50:23,411; INFO    ; VG2                 ; robot_3d  ; move_to_position         (207); VG2 :Position reached: (r:1000, h:800, v:1750)
2023-05-04 13:50:23,412; WARNING ; VG2                 ; machine   ; switch_state             ( 78); VG2: Switching state to: END
2023-05-04 13:50:23,414; INFO    ; VG2                 ; vac_robot ; release                  ( 80); VG2 :Releasing
2023-05-04 13:50:23,415; INFO    ; VG2                 ; actuator  ; stop                     (284); VG2_VALVE_VACUUM :Stopped actuator
2023-05-04 13:50:23,421; WARNING ; MainThread          ; machine   ; switch_state             ( 78); Main: Switching state to: END
2023-05-04 13:50:23,422; WARNING ; VG2_INIT            ; machine   ; switch_state             ( 78); VG2: Switching state to: INIT
2023-05-04 13:50:23,424; INFO    ; VG2_INIT            ; robot_3d  ; init                     (101); Initializing VG2, moving to init position
2023-05-04 13:50:23,425; INFO    ; VG2_INIT            ; robot_3d  ; move_all_axes            (219); VG2 :Moving axes to: (r:-, h:0, v:0)
2023-05-04 13:50:23,434; INFO    ; VG2_UP              ; actuator  ; run_to_encoder_start     (213); VG2_UP :Actuator running to encoder start
2023-05-04 13:50:23,435; INFO    ; VG2_BWD             ; actuator  ; run_to_encoder_start     (213); VG2_BWD :Actuator running to encoder start
